Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,avg_shipping_time,daily_order_volume,monthly_stock_variation,regional_sales_growth,market_competition_index,transportation_cost,fuel_price_index,ad_campaign_effectiveness
WH_116574,EID_66574,Rural,Large,North,Zone 6,7,0,3,3773,Rented,70,0,0,1,251,44.0,2008.0,19,0,A,4,28,26143,1.95,147,-0.05,1.06,7,264.2485935655696,88.11392890214634,0.91
WH_102716,EID_52716,Rural,Mid,South,Zone 2,4,3,4,4731,Rented,66,0,0,0,82,16.0,2011.0,19,0,B+,6,32,22066,6.82,167,0.06,1.13,6,86.32822578636139,84.52474100898446,0.96
WH_123045,EID_73045,Rural,Large,North,Zone 5,2,1,3,4826,Rented,52,0,0,1,136,30.0,,14,0,C,6,17,18106,3.91,435,0.13,1.1,7,143.17852081640424,104.9724868646327,1.14
WH_120448,EID_70448,Rural,Mid,North,Zone 4,4,1,3,4185,Rented,51,0,0,1,174,26.0,2007.0,18,1,C,5,26,24129,5.58,419,-0.06,1.09,8,183.18428398569367,100.00899444755764,0.9
WH_122918,EID_72918,Rural,Mid,North,Zone 4,8,0,2,4246,Company Owned,42,0,0,1,177,25.0,2020.0,5,0,B+,3,26,5116,4.85,481,0.08,1.06,2,186.34263370958496,99.60541747769638,1.21
WH_110003,EID_60003,Rural,Large,North,Zone 6,1,2,2,4639,Company Owned,54,0,0,1,194,39.0,,10,0,A+,1,28,12111,6.47,138,-0.14,1.1,2,204.2399488116355,77.55786428722897,1.07
WH_113639,EID_63639,Rural,Large,South,Zone 5,0,1,3,4755,Rented,59,0,0,0,93,25.0,,8,0,C,4,25,10095,7.19,109,-0.02,1.14,4,97.90884144062936,89.89206011654878,1.18
WH_119628,EID_69628,Rural,Large,North,Zone 6,1,0,6,6923,Company Owned,50,0,0,1,165,35.0,,5,0,B+,3,23,6141,7.18,152,-0.01,1.15,3,173.70923481401988,90.48488219759436,1.15
WH_107389,EID_57389,Rural,Large,North,Zone 5,5,0,4,4844,Rented,34,1,0,0,162,98.0,1997.0,38,0,B+,4,25,47056,4.81,489,-0.14,1.02,5,170.5508850901286,119.38233101255236,1.04
WH_118278,EID_68278,Rural,Large,South,Zone 5,1,0,4,4629,Company Owned,51,0,0,1,133,26.0,,14,0,B,6,14,17131,1.39,199,0.05,1.02,6,140.02017109251298,70.49195201016897,0.89
WH_114356,EID_64356,Rural,Mid,North,Zone 2,5,0,3,3857,Rented,70,0,0,1,187,23.0,2017.0,17,0,B+,1,18,21079,9.85,309,0.18,1.15,6,196.87046612255585,113.67316823127804,0.93
WH_122011,EID_72011,Rural,Mid,North,Zone 2,7,1,4,4114,Company Owned,58,0,0,1,104,25.0,2002.0,23,0,B+,5,22,27115,7.35,431,-0.2,1.01,5,109.48945709489738,80.05483489176918,1.05
WH_107769,EID_57769,Rural,Large,West,Zone 6,3,0,5,3343,Rented,52,0,1,0,104,26.0,2018.0,6,1,C,3,6,7101,7.47,95,-0.0,1.1,2,109.48945709489738,71.76298091507188,0.95
WH_106221,EID_56221,Rural,Mid,West,Zone 2,0,0,3,4218,Rented,68,0,0,1,95,32.0,,20,0,B+,3,18,25121,7.37,457,0.2,1.08,3,100.01440792322356,118.63167396344494,1.09
WH_121344,EID_71344,Rural,Mid,East,Zone 4,1,1,6,4832,Rented,27,1,0,1,128,25.0,,13,0,A+,2,26,17095,3.72,383,0.07,1.09,2,134.7562548860275,95.18540333903496,0.93
WH_122946,EID_72946,Rural,Large,West,Zone 5,4,2,2,5699,Company Owned,58,0,0,0,204,29.0,,4,0,B+,2,10,4120,6.7,343,0.13,1.07,5,214.7677812246064,76.61523906666952,1.01
WH_107037,EID_57037,Rural,Small,West,Zone 6,4,1,7,5283,Rented,27,1,0,1,252,21.0,2022.0,0,0,,0,9,6145,5.04,378,-0.04,1.08,2,265.3013768068667,111.2213204830005,1.25
WH_115474,EID_65474,Rural,Mid,South,Zone 4,8,1,3,4696,Rented,61,0,0,0,197,23.0,2005.0,18,0,A,4,26,23125,5.58,434,-0.11,1.02,1,207.39829853552675,103.39076246670751,1.17
WH_111646,EID_61646,Rural,Large,North,Zone 6,4,0,4,5181,Rented,18,0,0,1,200,30.0,2014.0,11,1,A+,2,28,15125,4.17,119,-0.04,1.07,7,210.556648259418,76.45946615853813,0.98
WH_115897,EID_65897,Rural,Mid,South,Zone 4,7,0,2,5922,Company Owned,57,1,0,1,183,,,22,0,A,2,11,27105,9.02,274,-0.19,1.06,3,192.65933315736748,83.73186247689728,1.15
WH_110570,EID_60570,Rural,Mid,East,Zone 4,6,1,4,4827,Company Owned,42,0,0,0,245,26.0,2019.0,5,0,C,1,26,6064,6.67,59,-0.12,1.14,7,257.93189411778707,102.482005969526,1.35
WH_115511,EID_65511,Urban,Small,South,Zone 1,8,0,3,4352,Company Owned,26,0,0,1,143,28.0,2002.0,24,1,B+,5,16,29140,8.0,107,-0.18,1.02,9,150.54800350548388,95.29644503324484,0.89
WH_118958,EID_68958,Rural,Mid,North,Zone 3,3,0,3,4392,Rented,36,1,1,1,149,30.0,2003.0,22,1,B,3,27,29074,4.5,406,-0.0,1.05,1,156.86470295326643,96.83636221466242,1.18
WH_119175,EID_69175,Rural,Small,West,Zone 1,5,0,4,5478,Rented,17,0,1,1,233,32.0,2015.0,12,0,C,5,30,15068,4.34,102,-0.1,1.05,2,245.298495222222,92.00163772688909,1.06
WH_106358,EID_56358,Urban,Large,North,Zone 6,6,0,4,4732,Rented,45,0,1,1,117,,2001.0,23,0,A,3,23,31081,9.51,438,-0.1,1.13,5,123.17563923175956,97.27228992700762,1.34
WH_121619,EID_71619,Rural,Small,South,Zone 1,8,2,2,5518,Rented,16,0,0,0,72,20.0,2004.0,25,1,A+,4,21,32129,5.29,468,0.11,1.06,3,75.80039337339049,72.97476724202436,0.9
WH_106691,EID_56691,Rural,Mid,North,Zone 3,8,1,3,5462,Company Owned,28,1,0,1,105,36.0,,4,0,B+,1,27,4112,2.96,138,0.13,1.03,2,110.54224033619448,100.23573659980052,0.86
WH_121960,EID_71960,Rural,Large,North,Zone 5,5,2,2,4722,Company Owned,28,0,0,0,86,35.0,,20,1,A+,4,14,26070,1.68,403,-0.01,1.12,5,90.53935875154976,101.635174393764,1.16
WH_115881,EID_65881,Rural,Mid,West,Zone 4,6,0,3,6309,Company Owned,19,0,0,1,240,23.0,2009.0,21,0,B,2,11,27137,5.53,78,0.04,1.05,3,252.6679779113016,79.98419170335707,0.91
WH_101030,EID_51030,Rural,Mid,North,Zone 3,1,1,4,5174,Company Owned,36,0,0,1,131,27.0,,15,0,A,6,19,20058,1.33,465,-0.08,1.08,3,137.9146046099188,88.44426746862358,1.09
WH_109164,EID_59164,Rural,Mid,West,Zone 4,6,1,4,5303,Company Owned,54,0,0,1,64,26.0,2022.0,6,0,C,3,11,7073,9.64,320,0.18,1.02,8,67.37812744301377,95.0366666219253,1.0
WH_118604,EID_68604,Rural,Mid,South,Zone 4,6,3,2,5283,Rented,51,0,0,0,103,24.0,1997.0,24,1,B+,4,26,28120,3.93,65,-0.15,1.09,9,108.43667385360028,103.88411748337072,1.06
WH_109488,EID_59488,Rural,Large,West,Zone 5,1,1,4,4896,Rented,23,0,0,0,140,32.0,,5,0,B,1,25,5072,1.9,418,0.09,1.08,3,147.3896537815926,102.72761803116512,1.05
WH_101577,EID_51577,Rural,Mid,West,Zone 2,5,1,4,5832,Company Owned,29,0,0,1,77,23.0,2003.0,25,0,A,4,18,33100,6.78,374,-0.16,1.11,7,81.06430957987594,110.31953743087882,1.1
WH_115859,EID_65859,Rural,Large,North,Zone 6,1,0,2,5715,Company Owned,69,0,0,1,146,29.0,,26,0,C,6,29,35112,5.45,91,-0.06,1.09,7,153.70635322937517,101.7582547043218,0.96
WH_109947,EID_59947,Rural,Large,North,Zone 6,7,3,3,3942,Rented,39,0,0,0,213,19.0,,27,0,B+,5,6,31127,3.43,398,-0.2,1.09,3,224.2428303962802,95.41422991672049,0.98
WH_103793,EID_53793,Rural,Mid,South,Zone 4,8,0,3,4591,Company Owned,69,0,0,1,267,31.0,2007.0,21,1,A+,5,26,26112,7.65,222,0.15,1.13,3,281.09312542632307,72.55331743846843,1.01
WH_117551,EID_67551,Rural,Large,North,Zone 5,3,4,4,4024,Company Owned,57,0,0,1,172,31.0,2008.0,18,1,B+,2,17,21074,1.97,376,0.17,1.11,7,181.0787175030995,106.56538036041788,1.16
WH_122630,EID_72630,Rural,Large,West,Zone 6,5,0,2,6475,Company Owned,57,0,0,1,227,31.0,2005.0,25,0,B+,5,23,28071,8.72,464,-0.1,1.01,4,238.98179577443943,117.188673761425,0.96
WH_102917,EID_52917,Rural,Mid,South,Zone 3,5,0,2,4447,Rented,38,0,0,0,66,16.0,2020.0,7,0,C,3,19,8133,8.64,401,0.11,1.14,1,69.48369392560795,70.37744367937844,1.22
WH_105586,EID_55586,Rural,Mid,West,Zone 3,5,0,3,3654,Rented,64,0,0,1,84,29.0,2008.0,23,1,A+,3,19,32135,4.84,293,0.09,1.08,4,88.43379226895557,90.16489945336954,1.01
WH_114605,EID_64605,Rural,Large,North,Zone 6,1,0,2,4745,Company Owned,34,0,0,1,174,30.0,,15,0,A,2,28,21056,8.68,59,0.12,1.12,7,183.18428398569367,117.25508891523656,1.23
WH_106326,EID_56326,Rural,Small,South,Zone 6,1,0,2,4189,Rented,29,1,0,1,89,29.0,,23,0,B+,2,2,28113,9.56,327,0.16,1.07,2,93.69770847544102,84.66164275416315,1.26
WH_121444,EID_71444,Rural,Small,North,Zone 6,8,1,3,5680,Rented,47,0,0,1,127,35.0,2011.0,22,1,A+,4,13,29147,5.47,337,0.06,1.11,9,133.70347164473046,98.70174292468042,1.03
WH_101515,EID_51515,Urban,Large,West,Zone 6,8,2,4,4546,Rented,20,0,0,1,195,,,15,0,A,2,29,19070,1.07,380,0.06,1.13,1,205.29273205293256,103.02704182576916,1.11
WH_102371,EID_52371,Rural,Mid,North,Zone 3,5,0,4,5533,Rented,60,1,0,1,218,,2018.0,5,0,C,2,27,7142,8.61,94,0.03,1.15,4,229.50674660276565,79.44320945441805,0.99
WH_103432,EID_53432,Rural,Large,North,Zone 6,7,3,4,5823,Rented,58,0,0,1,166,30.0,,14,1,B,4,29,17112,7.81,232,0.11,1.06,4,174.76201805531696,93.09480215970528,1.15
WH_118647,EID_68647,Rural,Mid,North,Zone 4,4,0,2,4353,Company Owned,31,0,0,1,241,19.0,1999.0,38,1,A+,6,26,54133,5.57,498,0.18,1.12,5,253.72076115259873,78.85276613888138,1.04
WH_104239,EID_54239,Rural,Small,South,Zone 6,7,0,1,4412,Company Owned,37,0,1,1,244,31.0,2013.0,25,1,A+,2,2,34085,3.98,73,-0.2,1.06,2,256.87911087648996,108.58859060891648,1.1
WH_101390,EID_51390,Rural,Large,South,Zone 6,5,3,2,4495,Rented,50,0,0,1,57,29.0,,17,0,B+,5,23,19056,3.12,320,0.03,1.11,7,60.008644753934135,77.51526676848836,1.08
WH_100893,EID_50893,Rural,Mid,North,Zone 3,1,0,3,4004,Rented,38,0,0,1,177,30.0,,17,0,A,3,27,24082,4.57,417,-0.06,1.13,3,186.34263370958496,80.74880757765209,1.2
WH_117874,EID_67874,Rural,Mid,South,Zone 3,3,1,2,6333,Company Owned,56,0,0,0,217,24.0,2008.0,19,0,A,6,27,25127,7.58,289,0.02,1.15,4,228.45396336146857,79.84398539290443,0.95
WH_122439,EID_72439,Rural,Large,North,Zone 6,3,0,3,4814,Company Owned,34,0,0,1,171,33.0,,14,1,B+,6,28,16131,8.91,116,-0.0,1.02,7,180.0259342618024,92.56730950260568,0.89
WH_114037,EID_64037,Urban,Large,North,Zone 6,0,1,2,4898,Rented,65,0,0,1,58,28.0,,24,0,A,2,23,31124,4.68,107,-0.07,1.08,8,61.06142799523123,108.3230450845323,0.96
WH_120099,EID_70099,Rural,Small,South,Zone 6,7,0,2,3559,Company Owned,25,0,0,1,220,31.0,2005.0,34,1,A+,2,9,47134,2.74,270,-0.12,1.13,1,231.61231308535983,97.00834897826152,1.23
WH_115187,EID_65187,Rural,Mid,West,Zone 4,4,0,4,4711,Rented,16,0,0,0,129,16.0,2011.0,21,1,A+,3,11,29055,5.6,416,-0.07,1.12,2,135.8090381273246,78.3040086903044,0.95
WH_102933,EID_52933,Rural,Mid,West,Zone 4,1,0,4,4804,Rented,26,0,0,0,238,14.0,,20,0,A,4,26,26060,5.9,279,0.17,1.07,7,250.56241142870743,106.1132373433156,1.01
WH_123352,EID_73352,Rural,Small,South,Zone 1,4,3,2,5920,Company Owned,22,0,0,1,134,40.0,,9,0,B,2,31,10122,4.95,372,-0.04,1.07,8,141.0729543338101,87.77918037545864,0.98
WH_110937,EID_60937,Rural,Mid,South,Zone 4,5,0,4,5488,Rented,51,0,0,1,247,42.0,2014.0,15,1,B+,4,26,18059,2.78,241,-0.12,1.01,8,260.0374606003813,92.18094186144654,0.97
WH_122963,EID_72963,Rural,Large,South,Zone 6,6,2,1,6606,Rented,35,0,0,0,241,18.0,,25,0,B+,4,29,29094,8.09,470,-0.03,1.03,2,253.72076115259873,75.73763208899553,1.05
WH_123983,EID_73983,Rural,Large,West,Zone 6,4,0,3,4294,Rented,53,0,0,1,107,28.0,2001.0,32,0,C,6,23,43068,6.9,459,0.13,1.15,5,112.64780681878864,119.73756095144708,1.19
WH_101129,EID_51129,Rural,Large,West,Zone 5,2,2,4,3962,Rented,34,0,0,0,159,18.0,,5,0,A,1,14,6095,3.34,173,0.02,1.05,6,167.39253536623733,92.67833018234,0.92
WH_100731,EID_50731,Rural,Mid,North,Zone 4,4,0,4,4430,Company Owned,50,0,0,0,223,32.0,2014.0,17,0,B+,3,26,21141,8.33,209,0.06,1.05,8,234.7706628092511,78.20262813068874,1.06
WH_111110,EID_61110,Rural,Large,South,Zone 5,3,0,1,5157,Rented,24,0,0,1,192,35.0,2011.0,19,0,C,1,10,25151,6.77,134,-0.13,1.1,4,202.1343823290413,70.52459146919713,1.14
WH_103084,EID_53084,Rural,Large,West,Zone 6,6,2,4,4223,Company Owned,20,0,0,0,207,21.0,,20,0,C,5,6,25142,7.31,271,0.17,1.07,7,217.92613094849764,102.07202102708874,1.15
WH_107297,EID_57297,Rural,Small,West,Zone 6,4,0,6,6350,Rented,39,0,0,0,78,19.0,2009.0,19,1,A,6,8,25097,5.39,198,0.05,1.13,3,82.11709282117303,110.39855480434709,1.28
WH_104588,EID_54588,Rural,Mid,West,Zone 3,0,0,2,4928,Rented,37,1,0,1,168,,,0,0,,0,19,5139,7.05,481,-0.13,1.1,3,176.86758453791114,81.37289831133535,1.2
WH_112496,EID_62496,Rural,Large,North,Zone 6,4,2,3,4705,Rented,40,0,0,1,263,50.0,2013.0,13,0,C,5,23,17067,6.9,269,0.05,1.07,8,276.8819924611347,79.9838798049975,0.88
WH_102795,EID_52795,Rural,Large,North,Zone 5,7,3,3,4252,Rented,60,0,0,0,267,28.0,,4,0,B,2,5,5132,6.34,337,0.11,1.1,8,281.09312542632307,97.75781548031814,1.27
WH_107601,EID_57601,Rural,Large,North,Zone 6,4,0,3,4663,Rented,50,0,0,0,259,16.0,2012.0,19,0,B,2,28,24109,2.59,271,0.06,1.12,4,272.67085949594633,106.06150813935425,1.09
WH_100798,EID_50798,Rural,Mid,East,Zone 4,1,0,4,4805,Company Owned,27,0,0,0,59,40.0,,15,0,B,5,26,18089,7.27,300,-0.08,1.12,6,62.11421123652832,96.45994146855742,0.98
WH_117118,EID_67118,Rural,Mid,South,Zone 4,1,0,2,4712,Rented,70,0,0,0,133,24.0,,4,0,C,3,26,5089,5.89,190,-0.06,1.07,4,140.02017109251298,111.41172209467295,1.1
WH_118628,EID_68628,Rural,Large,North,Zone 6,5,2,3,4470,Rented,60,0,0,1,260,23.0,2008.0,19,1,A,6,29,25133,9.78,83,-0.09,1.05,6,273.72364273724344,109.02492017423933,0.94
WH_100178,EID_50178,Rural,Large,South,Zone 5,8,0,2,4532,Company Owned,40,0,0,1,212,27.0,2008.0,24,1,B,5,14,31076,9.43,381,0.14,1.11,9,223.1900471549831,93.98906082998175,1.26
WH_111469,EID_61469,Rural,Mid,North,Zone 3,5,0,2,3872,Company Owned,65,0,0,1,116,26.0,2016.0,15,1,A+,2,19,22145,8.72,286,0.19,1.02,5,122.12285599046244,87.51344133946232,1.18
WH_117558,EID_67558,Rural,Mid,West,Zone 3,3,0,7,5578,Rented,29,0,0,1,251,36.0,2012.0,20,0,B+,2,19,25103,7.22,487,-0.09,1.12,4,264.2485935655696,90.44550333951338,1.1
WH_113798,EID_63798,Rural,Mid,North,Zone 3,0,0,4,5219,Rented,47,0,0,0,245,18.0,,5,0,B,2,27,6137,9.18,188,-0.02,1.03,3,257.93189411778707,72.27213963868142,0.91
WH_109830,EID_59830,Rural,Mid,West,Zone 3,3,2,3,4733,Company Owned,18,0,0,1,269,28.0,,18,0,A,5,19,23059,4.68,203,-0.16,1.13,7,283.1986919089172,71.87903549619858,1.13
WH_117174,EID_67174,Rural,Mid,North,Zone 4,8,0,3,4942,Rented,26,0,0,1,216,38.0,2014.0,9,0,B,2,26,11117,1.04,488,0.12,1.12,4,227.40118012017143,96.12065184968476,1.32
WH_122450,EID_72450,Rural,Mid,North,Zone 4,5,0,4,3859,Rented,67,0,0,0,264,17.0,2000.0,28,0,B+,5,26,35066,3.56,407,0.05,1.08,8,277.9347757024318,84.74508224872864,0.95
WH_100198,EID_50198,Rural,Large,West,Zone 6,0,0,5,8052,Company Owned,22,0,0,1,101,21.0,,19,0,A,6,23,25126,8.98,335,0.14,1.08,4,106.3311073710061,99.48770568346625,0.92
WH_114643,EID_64643,Rural,Large,North,Zone 6,3,0,3,4305,Rented,37,0,0,1,171,30.0,2002.0,28,0,B+,5,28,34140,6.56,283,-0.05,1.05,3,180.0259342618024,83.34378323331443,0.88
WH_116932,EID_66932,Rural,Mid,West,Zone 4,4,1,3,4736,Rented,30,0,0,1,119,33.0,,14,0,A,4,26,18104,2.47,480,0.1,1.11,9,125.28120571435372,111.80102952143054,1.15
WH_112940,EID_62940,Rural,Mid,North,Zone 3,0,0,2,4977,Rented,20,0,0,0,73,21.0,,23,0,B,4,27,28096,3.54,393,0.05,1.05,5,76.85317661468758,103.79263679405692,1.06
WH_116268,EID_66268,Rural,Large,North,Zone 6,0,0,3,4497,Company Owned,34,0,0,1,132,27.0,,22,0,B+,3,6,25069,7.14,358,-0.18,1.09,9,138.9673878512159,70.15319277533872,1.15
WH_111772,EID_61772,Rural,Small,West,Zone 6,6,1,2,3981,Rented,27,0,0,1,118,21.0,2001.0,21,0,C,4,15,28071,3.16,110,0.02,1.09,6,124.22842247305664,82.10530799059721,1.16
WH_122919,EID_72919,Rural,Large,North,Zone 5,4,0,2,7530,Company Owned,17,0,0,0,198,29.0,,14,0,B,4,17,16103,7.51,399,-0.13,1.03,8,208.45108177682383,104.41672484401354,1.1
WH_120009,EID_70009,Rural,Small,West,Zone 1,8,1,2,7112,Rented,33,0,0,1,181,32.0,2001.0,32,0,A,6,30,42135,3.07,224,-0.16,1.07,5,190.5537666747733,117.99798893719608,1.09
WH_117524,EID_67524,Rural,Mid,South,Zone 2,1,0,2,7517,Rented,18,0,0,0,258,17.0,,11,0,A+,4,32,14150,2.67,449,0.1,1.05,2,271.6180762546492,87.30832054192194,1.19
WH_113277,EID_63277,Rural,Large,North,Zone 6,0,1,2,4825,Company Owned,19,0,0,1,179,35.0,,10,0,B,4,29,12134,7.22,298,-0.08,1.01,7,188.44820019217912,75.88686074585603,0.92
WH_122733,EID_72733,Rural,Mid,West,Zone 3,8,0,4,3743,Company Owned,62,0,0,1,233,30.0,2008.0,18,0,B,3,19,21123,2.99,286,-0.19,1.11,2,245.298495222222,105.17384299042874,1.16
WH_115103,EID_65103,Urban,Large,North,Zone 6,3,1,3,5707,Company Owned,60,0,0,0,117,40.0,,23,0,A,4,6,29096,6.04,401,0.02,1.12,7,123.17563923175956,88.71463344409285,1.27
WH_107533,EID_57533,Rural,Mid,West,Zone 2,4,0,2,4195,Rented,48,0,0,0,218,14.0,1998.0,25,0,B+,3,12,29142,5.5,496,0.04,1.09,5,229.50674660276565,118.5753875374041,1.18
WH_120756,EID_70756,Rural,Mid,West,Zone 3,6,0,4,4787,Company Owned,40,1,0,0,249,36.0,2021.0,0,0,,0,27,5102,6.19,400,0.11,1.09,4,262.14302708297544,102.631556843394,0.92
WH_115855,EID_65855,Rural,Mid,South,Zone 3,0,0,2,6148,Company Owned,24,0,0,1,217,21.0,,24,0,A,3,19,31100,3.62,90,-0.11,1.08,8,228.45396336146857,119.60819373652772,1.1
WH_100066,EID_50066,Rural,Mid,South,Zone 4,4,0,4,6074,Rented,49,0,0,0,255,22.0,2000.0,32,0,C,4,26,44116,2.27,175,-0.02,1.03,2,268.45972653075796,110.21299745546808,1.02
WH_104712,EID_54712,Rural,Mid,South,Zone 3,0,0,2,4036,Rented,15,0,0,1,181,28.0,,10,0,A+,2,19,13129,3.31,468,-0.19,1.14,6,190.5537666747733,108.6903721308395,1.13
WH_111452,EID_61452,Rural,Large,South,Zone 5,7,3,2,4431,Company Owned,41,0,0,1,114,29.0,,21,0,C,2,14,27071,1.22,110,-0.1,1.11,6,120.01728950786828,74.11448245343237,1.06
WH_115689,EID_65689,Rural,Mid,West,Zone 2,3,0,4,6991,Company Owned,52,0,0,0,262,26.0,,20,1,A+,3,12,26088,9.13,90,0.08,1.06,8,275.8292092198376,94.86754882366267,1.08
WH_123105,EID_73105,Rural,Large,North,Zone 5,7,0,4,4783,Rented,29,0,0,1,146,25.0,,25,0,A,5,25,32072,6.9,396,-0.09,1.09,8,153.70635322937517,70.39643388249874,1.17
WH_105033,EID_55033,Rural,Large,North,Zone 6,8,1,2,4300,Company Owned,32,1,0,1,238,20.0,,12,0,B,6,29,14064,6.41,140,-0.06,1.06,9,250.56241142870743,118.09443498052713,0.87
WH_106915,EID_56915,Rural,Mid,North,Zone 4,5,0,2,5814,Rented,38,0,0,1,137,38.0,2001.0,33,0,B+,5,26,41102,2.55,403,0.05,1.12,3,144.23130405770135,98.39479488125586,1.03
WH_102572,EID_52572,Rural,Small,West,Zone 6,7,0,4,5869,Company Owned,54,0,0,1,110,27.0,2005.0,36,1,A+,3,15,50090,3.89,177,-0.08,1.04,3,115.80615654267991,77.52785438016438,0.92
WH_120715,EID_70715,Rural,Large,West,Zone 6,6,2,5,3423,Company Owned,19,0,0,0,242,28.0,,20,1,A,2,6,26067,7.69,225,-0.11,1.06,3,254.7735443938958,108.79482455944118,1.16
WH_117006,EID_67006,Rural,Large,North,Zone 6,5,3,2,4634,Rented,36,0,0,0,240,17.0,,20,0,A,4,6,25069,4.95,108,-0.2,1.04,3,252.6679779113016,87.43487677396114,1.02
WH_122766,EID_72766,Rural,Large,South,Zone 6,3,0,2,6061,Company Owned,63,0,0,1,185,38.0,1996.0,23,0,C,2,29,29064,1.06,478,-0.19,1.1,5,194.76489963996167,98.61442108992566,1.03
WH_106222,EID_56222,Rural,Mid,West,Zone 4,0,3,4,5451,Company Owned,30,1,0,1,259,40.0,,6,0,B+,3,26,7069,2.71,483,-0.16,1.1,8,272.67085949594633,93.00271874297114,0.97
WH_100787,EID_50787,Rural,Mid,South,Zone 2,5,0,2,5322,Company Owned,60,0,0,1,80,27.0,,12,0,A,4,32,15098,4.61,80,-0.11,1.14,6,84.22265930376722,106.41117521472384,1.35
WH_103332,EID_53332,Rural,Mid,North,Zone 4,4,1,4,5137,Rented,22,0,0,0,204,16.0,2007.0,25,1,C,2,26,33081,2.53,334,0.11,1.06,2,214.7677812246064,92.1072824453019,1.26
WH_124531,EID_74531,Rural,Mid,South,Zone 3,6,2,3,6452,Rented,61,0,0,0,264,17.0,,22,0,C,6,19,27057,8.69,238,0.06,1.06,1,277.9347757024318,76.6321348597895,0.87
WH_106008,EID_56008,Rural,Large,North,Zone 5,8,0,2,5362,Company Owned,48,0,0,0,235,30.0,,5,0,A,3,24,6071,6.64,176,0.02,1.07,4,247.40406170481617,83.39851874894977,1.24
WH_108334,EID_58334,Rural,Large,North,Zone 5,6,0,4,5102,Company Owned,41,0,0,1,189,33.0,2000.0,18,1,B,4,17,22123,8.07,303,-0.16,1.14,6,198.97603260515004,88.83615108345657,1.2
WH_116655,EID_66655,Rural,Large,West,Zone 6,4,0,4,4277,Company Owned,49,0,0,1,142,20.0,2006.0,25,0,C,5,23,32087,5.6,79,0.09,1.07,1,149.4952202641868,101.45917132769866,1.17
WH_121011,EID_71011,Rural,Mid,North,Zone 4,5,0,3,5213,Rented,63,0,0,0,131,18.0,2012.0,15,1,A+,2,26,21112,4.59,349,0.19,1.14,7,137.9146046099188,99.56452280202852,1.02
WH_113448,EID_63448,Rural,Large,South,Zone 5,1,1,3,6280,Rented,52,0,0,0,62,18.0,,32,0,A,6,14,42122,8.48,402,0.07,1.04,4,65.27256096041958,86.63155468845245,1.12
WH_121270,EID_71270,Rural,Large,North,Zone 6,4,0,2,4812,Company Owned,70,0,0,1,96,38.0,,6,0,C,1,6,8065,5.49,350,0.02,1.01,1,101.06719116452064,78.26272993273172,0.81
WH_101191,EID_51191,Rural,Large,West,Zone 6,2,0,4,4328,Rented,43,0,0,1,112,24.0,,7,0,B,2,6,9117,6.24,460,-0.02,1.14,5,117.91172302527409,96.32124903639752,0.92
WH_112478,EID_62478,Rural,Mid,West,Zone 4,7,0,4,5305,Rented,22,0,0,1,126,25.0,2006.0,15,0,B+,6,26,18080,3.45,284,-0.17,1.05,3,132.65068840343335,102.81245934404068,1.15
WH_100515,EID_50515,Rural,Small,North,Zone 6,6,1,2,6619,Rented,47,0,0,0,195,19.0,,6,1,B+,4,13,7129,1.24,224,0.18,1.04,3,205.29273205293256,113.64867869548884,1.09
WH_116862,EID_66862,Rural,Small,North,Zone 6,3,0,3,7322,Rented,67,0,0,0,212,22.0,2018.0,5,1,C,3,13,7104,3.42,148,0.04,1.03,5,223.1900471549831,79.96192168355265,1.16
WH_104476,EID_54476,Rural,Small,West,Zone 6,0,3,4,6162,Company Owned,41,0,0,1,200,28.0,,4,0,B+,1,15,4113,4.77,136,0.13,1.12,7,210.556648259418,95.61022717254548,1.08
WH_110232,EID_60232,Rural,Large,West,Zone 5,3,0,3,3922,Rented,18,0,0,1,266,34.0,1999.0,34,1,A+,6,10,47066,8.74,498,0.1,1.11,1,280.04034218502596,92.60282856719417,1.3
WH_120766,EID_70766,Rural,Large,North,Zone 6,3,0,2,4978,Company Owned,27,0,0,1,182,29.0,2015.0,15,0,C,4,29,20138,9.38,371,-0.13,1.14,5,191.6065499160704,97.91515345176276,1.26
WH_117417,EID_67417,Urban,Small,North,Zone 6,1,0,2,5617,Rented,46,0,0,0,65,17.0,,33,0,B,5,9,39088,4.57,199,-0.19,1.12,7,68.43091068431086,117.55105206661464,1.19
WH_119737,EID_69737,Rural,Mid,South,Zone 2,2,0,2,4933,Company Owned,58,0,0,1,177,34.0,,20,0,A,4,22,25139,7.23,105,0.03,1.13,3,186.34263370958496,106.44198968707678,1.26
WH_114622,EID_64622,Rural,Mid,North,Zone 2,3,0,2,5242,Company Owned,35,0,0,1,89,25.0,2020.0,5,1,C,3,22,6077,4.32,194,0.13,1.1,6,93.69770847544102,104.17121167233633,1.06
